,season_x,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits,season_y,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
3086,2017,Jonathan Allen,WAS,22,LDE,0,0,1.0,6,2017,DT,Alabama,75,286.0,5.0,21.0,30.0,108.0,7.49,4.5
3087,2018,Jonathan Allen,WAS,23,LDE,0,0,8.0,15,2017,DT,Alabama,75,286.0,5.0,21.0,30.0,108.0,7.49,4.5
3088,2019,Jonathan Allen,WAS,24,LDE,0,1,6.0,10,2017,DT,Alabama,75,286.0,5.0,21.0,30.0,108.0,7.49,4.5
3089,2020,Jonathan Allen,WAS,25,RDT,0,0,2.0,14,2017,DT,Alabama,75,286.0,5.0,21.0,30.0,108.0,7.49,4.5
3090,2022,Jonathan Allen,WAS,27,DT,1,3,7.5,17,2017,DT,Alabama,75,286.0,5.0,21.0,30.0,108.0,7.49,4.5
3091,2017,Elijah Qualls,PHI,22,DT,0,0,0.0,1,2017,DT,Washington,73,313.0,5.13,33.0,31.5,105.0,7.65,4.66
3092,2017,Tanner Vallejo,BUF,23,LB,0,0,0.0,0,2017,ILB,Boise State,73,228.0,4.67,20.0,33.5,121.0,7.0,4.39
3093,2018,Tanner Vallejo,CLE,24,LB,0,0,0.0,0,2017,ILB,Boise State,73,228.0,4.67,20.0,33.5,121.0,7.0,4.39
3094,2019,Tanner Vallejo,2TM,25,LB,0,0,1.0,1,2017,ILB,Boise State,73,228.0,4.67,20.0,33.5,121.0,7.0,4.39
3095,2020,Tanner Vallejo,ARI,26,LB,0,0,1.0,2,2017,ILB,Boise State,73,228.0,4.67,20.0,33.5,121.0,7.0,4.39
3096,2021,Tanner Vallejo,ARI,27,LB,0,1,0.5,1,2017,ILB,Boise State,73,228.0,4.67,20.0,33.5,121.0,7.0,4.39
3097,2022,Tanner Vallejo,ARI,28,LB,0,1,0.0,2,2017,ILB,Boise State,73,228.0,4.67,20.0,33.5,121.0,7.0,4.39
3098,2017,Blidi Wreh-Wilson,ATL,28,DB,0,1,0.0,0,2013,CB,Connecticut,73,195.0,4.53,14.0,36.0,128.0,6.97,4.12
3099,2018,Blidi Wreh-Wilson,ATL,29,DB,0,2,0.0,0,2013,CB,Connecticut,73,195.0,4.53,14.0,36.0,128.0,6.97,4.12
3100,2019,Blidi Wreh-Wilson,ATL,30,DB,0,7,0.0,0,2013,CB,Connecticut,73,195.0,4.53,14.0,36.0,128.0,6.97,4.12
3101,2020,Blidi Wreh-Wilson,ATL,31,DB,3,4,0.0,0,2013,CB,Connecticut,73,195.0,4.53,14.0,36.0,128.0,6.97,4.12
3102,2017,Antone Exum,SFO,26,DB,0,0,0.0,0,2014,CB,Virginia Tech,72,213.0,4.59,17.0,35.0,117.0,7.05,4.13
3103,2018,Antone Exum,SFO,27,FS,1,7,1.0,2,2014,CB,Virginia Tech,72,213.0,4.59,17.0,35.0,117.0,7.05,4.13
3104,2019,Antone Exum,SFO,28,DB,0,0,0.0,0,2014,CB,Virginia Tech,72,213.0,4.59,17.0,35.0,117.0,7.05,4.13
3105,2017,Sidney Jones,PHI,21,DB,0,0,0.0,0,2017,CB,Washington,72,186.0,4.47,20.0,33.5,123.0,7.02,4.28
3106,2018,Sidney Jones,PHI,22,DB,0,2,0.0,0,2017,CB,Washington,72,186.0,4.47,20.0,33.5,123.0,7.02,4.28
3107,2019,Sidney Jones,PHI,23,DB,2,8,0.0,0,2017,CB,Washington,72,186.0,4.47,20.0,33.5,123.0,7.02,4.28
3108,2020,Sidney Jones,JAX,24,RCB,2,9,0.0,0,2017,CB,Washington,72,186.0,4.47,20.0,33.5,123.0,7.02,4.28
3109,2021,Sidney Jones,SEA,25,LCB,0,10,0.0,0,2017,CB,Washington,72,186.0,4.47,20.0,33.5,123.0,7.02,4.28
3110,2022,Sidney Jones,2TM,26,CB,0,1,0.0,0,2017,CB,Washington,72,186.0,4.47,20.0,33.5,123.0,7.02,4.28
3111,2017,Bronson Kaufusi,BAL,26,LB,0,0,0.0,0,2016,DE,BYU,78,285.0,4.87,25.0,30.0,111.0,7.03,4.25
3112,2018,Bronson Kaufusi,NYJ,27,LB,0,1,0.0,1,2016,DE,BYU,78,285.0,4.87,25.0,30.0,111.0,7.03,4.25
3113,2019,Bronson Kaufusi,NYJ,28,LB,0,0,0.5,1,2016,DE,BYU,78,285.0,4.87,25.0,30.0,111.0,7.03,4.25
3114,2017,Joey Mbu,IND,24,DT,0,0,0.0,0,2015,DT,Houston,75,313.0,5.54,20.0,22.5,97.0,8.2,5.01
3115,2017,Charles Tapper,DAL,24,DE,0,0,1.0,1,2016,DE,Oklahoma,75,271.0,4.59,23.0,34.0,119.0,7.0,4.0
3116,2017,Tedric Thompson,SEA,22,DB,0,0,0.0,0,2017,S,Colorado,72,204.0,4.6,17.0,32.5,117.0,7.11,4.36
3117,2018,Tedric Thompson,SEA,23,FS,1,3,0.0,0,2017,S,Colorado,72,204.0,4.6,17.0,32.5,117.0,7.11,4.36
3118,2019,Tedric Thompson,SEA,24,FS,2,2,0.0,0,2017,S,Colorado,72,204.0,4.6,17.0,32.5,117.0,7.11,4.36
3119,2020,Tedric Thompson,KAN,25,DB,0,0,0.0,0,2017,S,Colorado,72,204.0,4.6,17.0,32.5,117.0,7.11,4.36
3120,2017,Montravius Adams,GNB,22,DT,0,0,0.0,4,2017,DT,Auburn,76,304.0,4.87,22.0,29.0,108.0,7.62,4.89
3121,2018,Montravius Adams,GNB,23,DT,0,0,1.5,2,2017,DT,Auburn,76,304.0,4.87,22.0,29.0,108.0,7.62,4.89
3122,2019,Montravius Adams,GNB,24,DT,0,3,0.0,0,2017,DT,Auburn,76,304.0,4.87,22.0,29.0,108.0,7.62,4.89
3123,2020,Montravius Adams,GNB,25,DT,0,0,0.0,0,2017,DT,Auburn,76,304.0,4.87,22.0,29.0,108.0,7.62,4.89
3124,2021,Montravius Adams,2TM,26,DT,0,2,0.0,3,2017,DT,Auburn,76,304.0,4.87,22.0,29.0,108.0,7.62,4.89
3125,2022,Montravius Adams,PIT,27,DT,0,1,0.0,0,2017,DT,Auburn,76,304.0,4.87,22.0,29.0,108.0,7.62,4.89
3126,2017,Tashawn Bower,MIN,22,DE,0,0,1.0,1,2017,OLB,LSU,77,250.0,4.82,20.0,31.5,121.0,7.2,4.37
3127,2018,Tashawn Bower,MIN,23,DE,0,0,0.0,0,2017,OLB,LSU,77,250.0,4.82,20.0,31.5,121.0,7.2,4.37
3128,2020,Tashawn Bower,NWE,25,DE,0,1,0.0,0,2017,OLB,LSU,77,250.0,4.82,20.0,31.5,121.0,7.2,4.37
3129,2021,Tashawn Bower,2TM,26,DE,0,0,1.0,1,2017,OLB,LSU,77,250.0,4.82,20.0,31.5,121.0,7.2,4.37
3130,2022,Tashawn Bower,LVR,27,DE,0,0,0.0,0,2017,OLB,LSU,77,250.0,4.82,20.0,31.5,121.0,7.2,4.37
3131,2017,Riley Bullough,TAM,24,LB,0,0,0.0,0,2017,ILB,Michigan State,74,226.0,4.0,20.0,31.5,116.0,7.0,4.0
3132,2018,Riley Bullough,TAM,25,LB,0,1,0.0,0,2017,ILB,Michigan State,74,226.0,4.0,20.0,31.5,116.0,7.0,4.0
3133,2017,Chunky Clements,HOU,23,DT,0,0,0.5,1,2017,DT,Illinois,74,301.0,4.0,23.0,,114.0,7.0,4.0
3134,2017,Stanley Jean-Baptiste,BAL,27,DB,0,0,0.0,0,2014,CB,Nebraska,75,218.0,4.61,13.0,41.5,128.0,7.0,4.33
3135,2017,Harvey Langi,NWE,25,DE,0,0,0.0,0,2017,ILB,BYU,74,251.0,4.0,23.0,33.0,118.0,7.0,4.32
3136,2019,Harvey Langi,NYJ,27,DE,0,1,0.0,0,2017,ILB,BYU,74,251.0,4.0,23.0,33.0,118.0,7.0,4.32
3137,2020,Harvey Langi,NYJ,28,LILB,0,1,0.0,1,2017,ILB,BYU,74,251.0,4.0,23.0,33.0,118.0,7.0,4.32
3138,2021,Harvey Langi,NWE,29,DE,0,0,0.0,0,2017,ILB,BYU,74,251.0,4.0,23.0,33.0,118.0,7.0,4.32
3139,2017,Arthur Maulet,NOR,24,DB,0,0,0.0,0,2017,CB,Memphis,70,189.0,4.62,18.0,34.5,120.0,7.0,4.0
3140,2018,Arthur Maulet,2TM,25,DB,0,0,0.0,0,2017,CB,Memphis,70,189.0,4.62,18.0,34.5,120.0,7.0,4.0
3141,2019,Arthur Maulet,NYJ,26,RCB,1,2,0.0,0,2017,CB,Memphis,70,189.0,4.62,18.0,34.5,120.0,7.0,4.0
3142,2020,Arthur Maulet,NYJ,27,SS,1,5,1.0,1,2017,CB,Memphis,70,189.0,4.62,18.0,34.5,120.0,7.0,4.0
3143,2021,Arthur Maulet,PIT,28,DB,0,1,0.0,2,2017,CB,Memphis,70,189.0,4.62,18.0,34.5,120.0,7.0,4.0
3144,2022,Arthur Maulet,PIT,29,CB,1,3,2.0,2,2017,CB,Memphis,70,189.0,4.62,18.0,34.5,120.0,7.0,4.0
3145,2017,Demetrius McCray,OAK,26,DB,0,0,0.0,0,2013,CB,Appalachian State,73,187.0,4.54,4.0,36.0,126.0,7.17,4.32
3146,2017,Jacquies Smith,2TM,27,LB,0,0,0.0,2,2012,DE,Missouri,75,253.0,4.75,21.0,31.5,110.0,7.25,4.31
3147,2018,Jacquies Smith,2TM,28,LB,0,0,0.0,1,2012,DE,Missouri,75,253.0,4.75,21.0,31.5,110.0,7.25,4.31
3148,2017,Brian Allen,PIT,24,DB,0,0,0.0,0,2017,CB,Utah,75,215.0,4.48,15.0,34.5,117.0,6.64,4.34
3149,2017,Brian Allen,PIT,24,DB,0,0,0.0,0,2001,OLB,Florida State,72,238.0,4.65,25.0,,114.0,7.0,4.0
3150,2018,Brian Allen,PIT,25,DB,0,0,0.0,0,2017,CB,Utah,75,215.0,4.48,15.0,34.5,117.0,6.64,4.34
3151,2018,Brian Allen,PIT,25,DB,0,0,0.0,0,2001,OLB,Florida State,72,238.0,4.65,25.0,,114.0,7.0,4.0
3152,2020,Brian Allen,SFO,27,DB,0,0,0.0,0,2017,CB,Utah,75,215.0,4.48,15.0,34.5,117.0,6.64,4.34
3153,2020,Brian Allen,SFO,27,DB,0,0,0.0,0,2001,OLB,Florida State,72,238.0,4.65,25.0,,114.0,7.0,4.0
3154,2017,Obum Gwacham,NYJ,26,DE,0,0,0.0,0,2015,DE,Oregon State,77,246.0,4.72,22.0,36.0,121.0,7.28,4.28
3155,2017,Jaleel Johnson,MIN,23,DT,0,0,0.0,0,2017,DT,Iowa,75,316.0,5.38,19.0,28.0,100.0,7.64,4.62
3156,2018,Jaleel Johnson,MIN,24,DT,0,0,0.5,2,2017,DT,Iowa,75,316.0,5.38,19.0,28.0,100.0,7.64,4.62
3157,2019,Jaleel Johnson,MIN,25,DT,0,0,3.5,5,2017,DT,Iowa,75,316.0,5.38,19.0,28.0,100.0,7.64,4.62
3158,2020,Jaleel Johnson,MIN,26,RDT,0,0,1.5,2,2017,DT,Iowa,75,316.0,5.38,19.0,28.0,100.0,7.64,4.62
3159,2021,Jaleel Johnson,HOU,27,DT,0,0,0.0,1,2017,DT,Iowa,75,316.0,5.38,19.0,28.0,100.0,7.64,4.62
3160,2017,Al-Quadin Muhammad,NOR,22,DE,0,0,0.0,0,2017,DE,Miami (FL),75,253.0,4.88,22.0,30.5,117.0,7.25,4.47
3161,2018,Al-Quadin Muhammad,IND,23,DE,0,1,0.0,2,2017,DE,Miami (FL),75,253.0,4.88,22.0,30.5,117.0,7.25,4.47
3162,2019,Al-Quadin Muhammad,IND,24,DE,0,0,3.0,9,2017,DE,Miami (FL),75,253.0,4.88,22.0,30.5,117.0,7.25,4.47
3163,2020,Al-Quadin Muhammad,IND,25,DE,0,0,2.0,6,2017,DE,Miami (FL),75,253.0,4.88,22.0,30.5,117.0,7.25,4.47
3164,2021,Al-Quadin Muhammad,IND,26,RDE,0,0,6.0,13,2017,DE,Miami (FL),75,253.0,4.88,22.0,30.5,117.0,7.25,4.47
3165,2022,Al-Quadin Muhammad,CHI,27,DL,0,0,1.0,3,2017,DE,Miami (FL),75,253.0,4.88,22.0,30.5,117.0,7.25,4.47
3166,2017,Jalen Myrick,JAX,22,DB,0,1,0.0,0,2017,CB,Minnesota,70,200.0,4.28,13.0,37.5,124.0,7.06,4.22
3167,2018,Roquan Smith,CHI,21,RILB,1,5,5.0,5,2018,OLB,Georgia,73,236.0,4.51,20.0,,114.0,7.0,4.0
3168,2019,Roquan Smith,CHI,22,RILB,1,2,2.0,2,2018,OLB,Georgia,73,236.0,4.51,20.0,,114.0,7.0,4.0
3169,2020,Roquan Smith,CHI,23,LILB,2,7,4.0,6,2018,OLB,Georgia,73,236.0,4.51,20.0,,114.0,7.0,4.0
3170,2021,Roquan Smith,CHI,24,RILB,1,3,3.0,4,2018,OLB,Georgia,73,236.0,4.51,20.0,,114.0,7.0,4.0
3171,2022,Roquan Smith,2TM,25,LB,3,6,4.5,4,2018,OLB,Georgia,73,236.0,4.51,20.0,,114.0,7.0,4.0
3172,2018,Fred Warner,SFO,22,MLB,0,6,0.0,2,2018,OLB,BYU,75,236.0,4.64,21.0,38.5,119.0,6.9,4.28
3173,2019,Fred Warner,SFO,23,MLB,1,9,3.0,5,2018,OLB,BYU,75,236.0,4.64,21.0,38.5,119.0,6.9,4.28
3174,2020,Fred Warner,SFO,24,MLB,2,6,1.0,7,2018,OLB,BYU,75,236.0,4.64,21.0,38.5,119.0,6.9,4.28
3175,2021,Fred Warner,SFO,25,MLB,0,4,0.5,3,2018,OLB,BYU,75,236.0,4.64,21.0,38.5,119.0,6.9,4.28
3176,2022,Fred Warner,SFO,26,LB,1,10,2.0,6,2018,OLB,BYU,75,236.0,4.64,21.0,38.5,119.0,6.9,4.28
3177,2018,Derwin James,LAC,22,FS,3,13,3.5,6,2018,S,Florida State,75,215.0,4.47,21.0,40.0,132.0,7.0,4.0
3178,2019,Derwin James,LAC,23,FS,0,1,0.0,0,2018,S,Florida State,75,215.0,4.47,21.0,40.0,132.0,7.0,4.0
3179,2021,Derwin James,LAC,25,SS,2,5,2.0,7,2018,S,Florida State,75,215.0,4.47,21.0,40.0,132.0,7.0,4.0
3180,2022,Derwin James,LAC,26,S,2,6,4.0,5,2018,S,Florida State,75,215.0,4.47,21.0,40.0,132.0,7.0,4.0
3181,2018,Justin Reid,HOU,21,FS,3,10,0.0,1,2018,S,Stanford,73,204.0,4.4,16.0,36.5,128.0,6.65,4.15
3182,2019,Justin Reid,HOU,22,FS,2,5,0.0,1,2018,S,Stanford,73,204.0,4.4,16.0,36.5,128.0,6.65,4.15
3183,2020,Justin Reid,HOU,23,SS,0,4,2.0,4,2018,S,Stanford,73,204.0,4.4,16.0,36.5,128.0,6.65,4.15
3184,2021,Justin Reid,HOU,24,SS,2,4,0.0,0,2018,S,Stanford,73,204.0,4.4,16.0,36.5,128.0,6.65,4.15
3185,2022,Justin Reid,KAN,25,S,0,7,1.0,4,2018,S,Stanford,73,204.0,4.4,16.0,36.5,128.0,6.65,4.15
3186,2018,Raekwon McMillan,MIA,23,MLB,0,1,0.0,0,2017,ILB,Ohio State,74,240.0,4.61,23.0,33.0,121.0,7.15,4.39
3187,2019,Raekwon McMillan,MIA,24,LILB,0,1,0.0,2,2017,ILB,Ohio State,74,240.0,4.61,23.0,33.0,121.0,7.15,4.39
3188,2020,Raekwon McMillan,LVR,25,LB,0,1,0.0,0,2017,ILB,Ohio State,74,240.0,4.61,23.0,33.0,121.0,7.15,4.39
3189,2022,Raekwon McMillan,NWE,27,LB,0,0,1.0,1,2017,ILB,Ohio State,74,240.0,4.61,23.0,33.0,121.0,7.15,4.39
3190,2018,Donte Jackson,CAR,23,RCB,4,9,1.0,1,2018,CB,LSU,71,175.0,4.32,7.0,,124.0,7.0,4.0
3191,2019,Donte Jackson,CAR,24,LCB,3,8,0.0,0,2018,CB,LSU,71,175.0,4.32,7.0,,124.0,7.0,4.0
3192,2020,Donte Jackson,CAR,25,LCB,3,11,0.0,0,2018,CB,LSU,71,175.0,4.32,7.0,,124.0,7.0,4.0
3193,2021,Donte Jackson,CAR,26,LCB,2,10,0.0,0,2018,CB,LSU,71,175.0,4.32,7.0,,124.0,7.0,4.0
3194,2022,Donte Jackson,CAR,27,CB,2,3,0.0,0,2018,CB,LSU,71,175.0,4.32,7.0,,124.0,7.0,4.0
3195,2018,Jaire Alexander,GNB,21,LCB,1,11,0.5,1,2018,CB,Louisville,71,192.0,4.38,14.0,35.0,127.0,6.71,3.98
3196,2019,Jaire Alexander,GNB,22,LCB,2,17,0.0,0,2018,CB,Louisville,71,192.0,4.38,14.0,35.0,127.0,6.71,3.98
3197,2020,Jaire Alexander,GNB,23,LCB,1,13,1.0,1,2018,CB,Louisville,71,192.0,4.38,14.0,35.0,127.0,6.71,3.98
3198,2021,Jaire Alexander,GNB,24,DB,1,3,0.0,0,2018,CB,Louisville,71,192.0,4.38,14.0,35.0,127.0,6.71,3.98
3199,2022,Jaire Alexander,GNB,25,CB,5,14,0.0,0,2018,CB,Louisville,71,192.0,4.38,14.0,35.0,127.0,6.71,3.98
3200,2018,Jordan Whitehead,TAM,21,SS,0,4,0.0,0,2018,S,Pittsburgh,71,195.0,4.0,21.0,,114.0,7.0,4.0
3201,2019,Jordan Whitehead,TAM,22,FS,1,9,0.0,1,2018,S,Pittsburgh,71,195.0,4.0,21.0,,114.0,7.0,4.0
3202,2020,Jordan Whitehead,TAM,23,FS,2,4,2.0,3,2018,S,Pittsburgh,71,195.0,4.0,21.0,,114.0,7.0,4.0
3203,2021,Jordan Whitehead,TAM,24,FS,2,8,0.0,1,2018,S,Pittsburgh,71,195.0,4.0,21.0,,114.0,7.0,4.0
3204,2022,Jordan Whitehead,NYJ,25,S,2,8,0.0,0,2018,S,Pittsburgh,71,195.0,4.0,21.0,,114.0,7.0,4.0
3205,2018,Jerome Baker,MIA,22,RLB,1,3,3.0,4,2018,OLB,Ohio State,73,229.0,4.53,22.0,36.5,126.0,7.0,4.0
3206,2019,Jerome Baker,MIA,23,ROLB/RILB,1,4,1.5,5,2018,OLB,Ohio State,73,229.0,4.53,22.0,36.5,126.0,7.0,4.0
3207,2020,Jerome Baker,MIA,24,RILB,0,3,7.0,11,2018,OLB,Ohio State,73,229.0,4.53,22.0,36.5,126.0,7.0,4.0
3208,2021,Jerome Baker,MIA,25,LLB,1,4,5.5,15,2018,OLB,Ohio State,73,229.0,4.53,22.0,36.5,126.0,7.0,4.0
3209,2022,Jerome Baker,MIA,26,LB,0,4,4.0,7,2018,OLB,Ohio State,73,229.0,4.53,22.0,36.5,126.0,7.0,4.0
3210,2018,Terrell Edmunds,PIT,21,SS,1,4,1.0,3,2018,S,Virginia Tech,74,220.0,4.47,20.0,41.5,134.0,7.0,4.0
3211,2019,Terrell Edmunds,PIT,22,SS,0,3,0.0,2,2018,S,Virginia Tech,74,220.0,4.47,20.0,41.5,134.0,7.0,4.0
3212,2020,Terrell Edmunds,PIT,23,SS,2,8,1.0,1,2018,S,Virginia Tech,74,220.0,4.47,20.0,41.5,134.0,7.0,4.0
3213,2021,Terrell Edmunds,PIT,24,SS,2,6,1.0,1,2018,S,Virginia Tech,74,220.0,4.47,20.0,41.5,134.0,7.0,4.0
3214,2022,Terrell Edmunds,PIT,25,S,0,5,2.0,2,2018,S,Virginia Tech,74,220.0,4.47,20.0,41.5,134.0,7.0,4.0
3215,2018,Tre Flowers,SEA,23,RCB,0,6,0.0,0,2018,S,Oklahoma State,75,200.0,4.45,18.0,34.5,122.0,7.0,4.0
3216,2019,Tre Flowers,SEA,24,RCB,3,8,2.0,2,2018,S,Oklahoma State,75,200.0,4.45,18.0,34.5,122.0,7.0,4.0
3217,2020,Tre Flowers,SEA,25,RCB,0,2,0.0,0,2018,S,Oklahoma State,75,200.0,4.45,18.0,34.5,122.0,7.0,4.0
3218,2021,Tre Flowers,2TM,26,DB,0,1,0.0,0,2018,S,Oklahoma State,75,200.0,4.45,18.0,34.5,122.0,7.0,4.0
3219,2022,Tre Flowers,CIN,27,CB,1,3,0.0,0,2018,S,Oklahoma State,75,200.0,4.45,18.0,34.5,122.0,7.0,4.0
3220,2018,Bradley Chubb,DEN,22,LOLB,0,1,12.0,21,2018,DE,North Carolina State,76,269.0,4.65,24.0,36.0,121.0,7.37,4.41
3221,2019,Bradley Chubb,DEN,23,DE,0,1,1.0,6,2018,DE,North Carolina State,76,269.0,4.65,24.0,36.0,121.0,7.37,4.41
3222,2020,Bradley Chubb,DEN,24,ROLB,0,0,7.5,19,2018,DE,North Carolina State,76,269.0,4.65,24.0,36.0,121.0,7.37,4.41
3223,2021,Bradley Chubb,DEN,25,LOLB,1,2,0.0,4,2018,DE,North Carolina State,76,269.0,4.65,24.0,36.0,121.0,7.37,4.41
3224,2022,Bradley Chubb,2TM,26,OLB,0,1,8.0,20,2018,DE,North Carolina State,76,269.0,4.65,24.0,36.0,121.0,7.37,4.41
3225,2018,Denzel Ward,CLE,21,LCB,3,11,0.0,0,2018,CB,Ohio State,70,183.0,4.32,16.0,39.0,136.0,7.0,4.0
3226,2019,Denzel Ward,CLE,22,LCB,2,11,0.0,1,2018,CB,Ohio State,70,183.0,4.32,16.0,39.0,136.0,7.0,4.0
3227,2020,Denzel Ward,CLE,23,LCB,2,18,0.0,1,2018,CB,Ohio State,70,183.0,4.32,16.0,39.0,136.0,7.0,4.0
3228,2021,Denzel Ward,CLE,24,LCB,3,10,0.5,2,2018,CB,Ohio State,70,183.0,4.32,16.0,39.0,136.0,7.0,4.0
3229,2022,Denzel Ward,CLE,25,CB,3,15,0.0,1,2018,CB,Ohio State,70,183.0,4.32,16.0,39.0,136.0,7.0,4.0
3230,2018,Kenny Young,BAL,24,LB,0,1,2.5,7,2018,ILB,UCLA,73,236.0,4.6,23.0,36.0,117.0,7.38,4.48
3231,2019,Kenny Young,2TM,25,LB,0,0,0.0,2,2018,ILB,UCLA,73,236.0,4.6,23.0,36.0,117.0,7.38,4.48
3232,2020,Kenny Young,LAR,26,RILB,1,2,1.0,2,2018,ILB,UCLA,73,236.0,4.6,23.0,36.0,117.0,7.38,4.48
3233,2021,Kenny Young,2TM,27,MLB/RILB,0,1,2.0,2,2018,ILB,UCLA,73,236.0,4.6,23.0,36.0,117.0,7.38,4.48
3234,2022,Kenny Young,TAM,28,LB,0,0,0.0,0,2018,ILB,UCLA,73,236.0,4.6,23.0,36.0,117.0,7.38,4.48
3235,2018,Josh Jackson,GNB,22,RCB/DB,0,10,0.0,0,2018,CB,Iowa,73,192.0,4.56,18.0,38.0,123.0,6.86,4.03
3236,2019,Josh Jackson,GNB,23,DB,0,0,0.0,0,2018,CB,Iowa,73,192.0,4.56,18.0,38.0,123.0,6.86,4.03
3237,2020,Josh Jackson,GNB,24,RCB,0,2,0.0,0,2018,CB,Iowa,73,192.0,4.56,18.0,38.0,123.0,6.86,4.03
3238,2021,Josh Jackson,KAN,25,DB,0,0,0.0,0,2018,CB,Iowa,73,192.0,4.56,18.0,38.0,123.0,6.86,4.03
3239,2018,Josey Jewell,DEN,24,RILB,0,3,0.0,0,2018,ILB,Iowa,73,234.0,4.82,18.0,33.0,117.0,6.8,4.27
3240,2019,Josey Jewell,DEN,25,LB,0,0,1.5,2,2018,ILB,Iowa,73,234.0,4.82,18.0,33.0,117.0,6.8,4.27
3241,2020,Josey Jewell,DEN,26,RILB,0,4,2.0,5,2018,ILB,Iowa,73,234.0,4.82,18.0,33.0,117.0,6.8,4.27
3242,2021,Josey Jewell,DEN,27,LB,0,1,0.0,0,2018,ILB,Iowa,73,234.0,4.82,18.0,33.0,117.0,6.8,4.27
3243,2022,Josey Jewell,DEN,28,LB,2,4,2.5,4,2018,ILB,Iowa,73,234.0,4.82,18.0,33.0,117.0,6.8,4.27
3244,2018,Carlton Davis,TAM,22,LCB,0,4,0.0,0,2018,CB,Auburn,73,203.0,4.53,16.0,34.0,124.0,7.0,4.0
3245,2019,Carlton Davis,TAM,23,LCB,1,19,0.0,0,2018,CB,Auburn,73,203.0,4.53,16.0,34.0,124.0,7.0,4.0
3246,2020,Carlton Davis,TAM,24,LCB,4,18,0.0,0,2018,CB,Auburn,73,203.0,4.53,16.0,34.0,124.0,7.0,4.0
3247,2021,Carlton Davis,TAM,25,RCB,1,11,0.0,0,2018,CB,Auburn,73,203.0,4.53,16.0,34.0,124.0,7.0,4.0
3248,2022,Carlton Davis,TAM,26,CB,1,12,0.0,1,2018,CB,Auburn,73,203.0,4.53,16.0,34.0,124.0,7.0,4.0
3249,2018,Daron Payne,WAS,21,NT,0,3,5.0,8,2018,DT,Alabama,74,311.0,4.95,27.0,28.5,107.0,7.58,4.71
3250,2019,Daron Payne,WAS,22,NT,0,2,2.0,4,2018,DT,Alabama,74,311.0,4.95,27.0,28.5,107.0,7.58,4.71
3251,2020,Daron Payne,WAS,23,LDT,1,4,3.0,8,2018,DT,Alabama,74,311.0,4.95,27.0,28.5,107.0,7.58,4.71
3252,2021,Daron Payne,WAS,24,RDT,0,0,4.5,15,2018,DT,Alabama,74,311.0,4.95,27.0,28.5,107.0,7.58,4.71
3253,2022,Daron Payne,WAS,25,DT,0,5,11.5,20,2018,DT,Alabama,74,311.0,4.95,27.0,28.5,107.0,7.58,4.71
3254,2018,Taron Johnson,BUF,22,DB,1,3,1.0,1,2018,CB,Weber State,72,180.0,4.5,17.0,33.0,118.0,7.03,4.28
3255,2019,Taron Johnson,BUF,23,DB,0,5,1.0,1,2018,CB,Weber State,72,180.0,4.5,17.0,33.0,118.0,7.03,4.28
3256,2020,Taron Johnson,BUF,24,DB,1,7,1.0,3,2018,CB,Weber State,72,180.0,4.5,17.0,33.0,118.0,7.03,4.28
3257,2021,Taron Johnson,BUF,25,RLB,1,7,3.0,3,2018,CB,Weber State,72,180.0,4.5,17.0,33.0,118.0,7.03,4.28
3258,2022,Taron Johnson,BUF,26,CB,1,9,0.0,0,2018,CB,Weber State,72,180.0,4.5,17.0,33.0,118.0,7.03,4.28
3259,2018,B.J. Hill,NYG,23,LDE,0,2,5.5,8,2018,DT,North Carolina State,76,311.0,4.99,35.0,26.5,101.0,7.28,4.53
3260,2019,B.J. Hill,NYG,24,LDE,0,0,1.0,2,2018,DT,North Carolina State,76,311.0,4.99,35.0,26.5,101.0,7.28,4.53
3261,2020,B.J. Hill,NYG,25,DT,0,1,1.0,3,2018,DT,North Carolina State,76,311.0,4.99,35.0,26.5,101.0,7.28,4.53
3262,2021,B.J. Hill,CIN,26,DT,0,0,5.5,12,2018,DT,North Carolina State,76,311.0,4.99,35.0,26.5,101.0,7.28,4.53
3263,2022,B.J. Hill,CIN,27,DT,0,4,3.0,11,2018,DT,North Carolina State,76,311.0,4.99,35.0,26.5,101.0,7.28,4.53
3264,2018,M.J. Stewart,TAM,23,DB,0,3,0.0,2,2018,CB,North Carolina,71,200.0,4.54,18.0,35.0,118.0,6.9,4.28
3265,2019,M.J. Stewart,TAM,24,DB,0,2,0.0,0,2018,CB,North Carolina,71,200.0,4.54,18.0,35.0,118.0,6.9,4.28
3266,2020,M.J. Stewart,CLE,25,DB,2,3,1.0,1,2018,CB,North Carolina,71,200.0,4.54,18.0,35.0,118.0,6.9,4.28
3267,2021,M.J. Stewart,CLE,26,DB,0,4,0.0,0,2018,CB,North Carolina,71,200.0,4.54,18.0,35.0,118.0,6.9,4.28
3268,2022,M.J. Stewart,HOU,27,DB,0,1,0.0,0,2018,CB,North Carolina,71,200.0,4.54,18.0,35.0,118.0,6.9,4.28
3269,2018,Greg Stroman,WAS,22,DB,1,4,0.0,1,2018,CB,Virginia Tech,72,180.0,4.48,16.0,33.5,113.0,7.0,4.45
