season,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits
2020,John Johnson,LAR,25,FS,1,8,0,0
2020,Deion Jones,ATL,26,LLB,2,6,4.5,10
2020,Avery Williamson,2TM,28,LB/LILB,1,3,1,2
2020,Myles Jack,JAX,25,LLB,1,5,1,2
2020,Alexander Johnson,DEN,29,LILB,0,2,1,5
2020,Jerome Baker,MIA,24,RILB,0,3,7,11
2020,Marlon Humphrey,BAL,24,LCB,1,11,2.5,4
2020,Taron Johnson,BUF,24,DB,1,7,1,3
2020,De'Vondre Campbell,ARI,27,LILB,0,3,2,2
2020,Malcolm Jenkins,NOR,33,SS,3,10,2.5,6
2020,Eric Kendricks,MIN,28,MLB,3,6,0,1
2020,Jeremy Chinn,CAR,22,RLB,1,5,1,5
2020,Kenny Moore,IND,25,LCB,4,13,2,3
2020,Kenneth Murray,LAC,22,RLB,0,3,1,1
2020,Logan Ryan,NYG,29,FS,1,9,1,4
2020,Daniel Sorensen,KAN,30,SS/FS,3,5,0,4
2020,Vonn Bell,CIN,26,SS,0,5,0,4
2020,Kareem Jackson,DEN,32,SS,1,4,0,0
2020,Josey Jewell,DEN,26,RILB,0,4,2,5
2020,Danny Trevathan,CHI,30,RILB,0,5,1,2
2020,Patrick Queen,BAL,21,LILB,1,2,3,10
2020,Eric Rowe,MIA,28,FS,2,11,0,2
2020,Adrian Amos,GNB,27,SS,2,9,2,3
2020,Anthony Walker,IND,25,MLB,1,5,0,1
2020,Khari Willis,IND,24,SS,2,6,2,4
2020,Tre Herndon,JAX,24,LCB,0,5,1,2
2020,Shaq Thompson,CAR,26,LLB,0,5,0,2
2020,Tracy Walker,DET,25,SS,0,4,1,2
2020,Antoine Winfield Jr.,TAM,22,SS,1,6,3,4
2020,Kamren Curl,WAS,21,SS,3,4,2,5
2020,Jeff Gladney,MIN,24,RCB,0,3,0,1
2020,Eddie Jackson,CHI,27,FS,0,5,0,0
2020,Nicholas Morrow,LVR,25,LLB,1,9,3,6
2020,Justin Reid,HOU,23,SS,0,4,2,4
2020,Kenny Vaccaro,TEN,29,SS,0,5,1,1
2020,Eric Wilson,MIN,26,RLB,3,8,3,9
2020,Jonathan Bostic,WAS,29,MLB,1,3,3,6
2020,Tre Boston,CAR,28,FS,1,4,1,2
2020,Dre Greenlaw,SFO,23,RLB/LLB,0,1,1,2
2020,Vernon Hargreaves III,HOU,25,RCB,1,7,0,0
2020,AJ Terrell,ATL,22,LCB,1,7,0,1
2020,Johnathan Abram,LVR,24,SS,2,6,0,4
2020,Minkah Fitzpatrick,PIT,24,FS,4,11,0,0
2020,Jonathan Jones,NWE,27,DB,2,6,0,1
2020,K.J. Wright,SEA,31,ROLB,1,10,2,3
2020,Jamal Adams,SEA,25,SS,0,3,9.5,14
2020,Rashaan Evans,TEN,25,LILB,0,5,0.5,4
2020,B.J. Goodson,CLE,27,MLB,2,6,0.5,3
2020,Josh Jones,JAX,26,SS,1,1,0,0
2020,Jalen Mills,PHI,26,FS,1,3,1.5,5
2020,Nasir Adderley,LAC,23,FS,1,3,0,1
2020,Anthony Harris,MIN,29,FS,0,7,0,0
2020,Rayshawn Jenkins,LAC,26,SS,2,4,1,1
2020,Chuck Clark,BAL,25,SS,1,4,1.5,4
2020,Bobby Okereke,IND,24,RLB,1,6,0,1
2020,Jabrill Peppers,NYG,25,SS,1,11,2.5,3
2020,Lonnie Johnson Jr.,HOU,25,DB,0,0,0,3
2020,Cory Littleton,LVR,27,RLB,0,0,0,0
2020,Trayvon Mullen,LVR,23,LCB/RCB,2,14,0,0
2020,Darnell Savage Jr.,GNB,23,FS,4,12,1,2
2020,Jamie Collins,DET,31,RLB/MLB,1,6,1,3
2020,Troy Hill,LAR,29,LCB,3,10,0,0
2020,Michael Ojemudia,DEN,23,LCB,0,6,0,0
2020,Germaine Pratt,CIN,24,MLB,0,2,0,0
2020,Duron Harmon,DET,29,FS,2,5,0,1
2020,Terrance Mitchell,CLE,28,RCB,0,13,0,0
2020,Harrison Smith,MIN,31,SS,5,10,0.5,5
2020,Josh Bynes,CIN,31,LLB,0,2,1,2
2020,Shaquill Griffin,SEA,25,LCB,3,12,0,0
2020,Lamarcus Joyner,LVR,30,LLB,0,5,0,0
2020,Dre Kirkpatrick,ARI,31,RCB,3,7,0,0
2020,A.J. Klein,BUF,29,LLB,0,4,5,9
2020,Nick Kwiatkoski,LVR,27,MLB,1,4,1,2
2020,Sean Murphy-Bunting,TAM,23,RCB,1,3,0,1
2020,Troy Reeder,LAR,26,LILB,0,2,3,4
2020,Darius Slay,PHI,29,RCB,1,6,0,0
2020,Jordan Whitehead,TAM,23,FS,2,4,2,3
2020,Carlton Davis,TAM,24,LCB,4,18,0,0
2020,Kyle Fuller,CHI,28,LCB,1,8,0,0
2020,C.J. Gardner-Johnson,NOR,23,DB,1,13,1,4
2020,Marshon Lattimore,NOR,24,RCB,2,11,0,0
2020,Marcus Maye,NYJ,27,FS,2,11,2,2
2020,Patrick Peterson,ARI,30,LCB,3,8,0,0
2020,Buster Skrine,CHI,31,DB,0,3,0,0
2020,Jamel Dean,TAM,24,DB,1,7,0,0
2020,DeShon Elliott,BAL,23,FS,0,4,2.5,5
2020,Isaiah Oliver,ATL,24,RCB,0,6,1,2
2020,Andrew Sendejo,CLE,33,FS,0,2,0,0
2020,Blessuan Austin,NYJ,24,RCB,0,4,0,1
2020,Ja'Whaun Bentley,NWE,24,LLB,0,2,1.5,3
2020,Rasul Douglas,CAR,26,RCB,0,9,0,0
2020,Jason Verrett,SFO,29,LCB,2,7,0,0
2020,Kyzir White,LAC,24,LLB,0,3,0.5,3
2020,Krys Barnes,GNB,22,RILB/LILB,0,0,1,1
2020,Trevon Diggs,DAL,22,RCB,3,14,1,0
2020,Malcolm Smith,CLE,31,LB,1,2,1,1
2020,Michael Davis,LAC,25,LCB/RCB,3,14,0,0
2020,Tashaun Gipson,CHI,30,SS,2,7,0,0
2020,Micah Hyde,BUF,30,FS,1,5,0,0
2020,Tyrann Mathieu,KAN,28,SS/RLB,6,9,0,2
2020,Donovan Wilson,DAL,25,SS,2,3,3.5,3
2020,Xavier Woods,DAL,25,FS,0,1,0,1
2020,Ugo Amadi,SEA,23,DB,0,7,0,0
2020,Nevin Lawson,LVR,29,RCB,0,4,1,1
2020,Julian Love,NYG,22,DB,1,3,0,0
2020,Eric Murray,HOU,26,FS,0,2,2,4
2020,Vince Williams,PIT,31,RILB,0,0,3,4
2020,Terrell Edmunds,PIT,23,SS,2,8,1,1
2020,Karl Joseph,CLE,27,SS,1,4,0,0
2020,Christian Kirksey,GNB,28,LILB,2,4,2,2
2020,Harold Landry,TEN,24,ROLB,1,5,5.5,16
2020,Marcus Peters,BAL,27,RCB,4,9,1,1
2020,D.J. Reed,SEA,24,RCB,2,7,0,0
2020,Kyle Van Noy,MIA,29,ROLB/RILB,0,6,6,10
2020,Damien Wilson,KAN,27,MLB,0,1,0,0
2020,Jayon Brown,TEN,25,RILB,1,8,1,2
2020,Cole Holcomb,WAS,24,LLB,1,1,2.5,4
2020,Kevin King,GNB,25,RCB,0,5,0,1
2020,Devin McCourty,NWE,33,FS,2,6,0,0
2020,Amani Oruwariye,DET,24,RCB,1,7,0,0
2020,Jimmie Ward,SFO,29,FS,0,4,0,1
2020,Jarrod Wilson,JAX,26,FS,1,3,0,0
2020,James Bradberry,NYG,27,LCB,3,18,0,0
2020,Joe Haden,PIT,31,LCB,2,12,0,0
2020,Erik Harris,LVR,30,FS,0,5,0,1
2020,Anthony Hitchens,KAN,28,LLB,0,1,0,4
2020,Jackrabbit Jenkins,NOR,32,LCB,3,12,0,0
2020,Micah Kiser,LAR,25,LILB,0,3,0,1
2020,Tre'Davious White,BUF,25,LCB/RCB,3,11,1.5,3
2020,Shaquil Barrett,TAM,28,ROLB,0,3,8,16
2020,Ronald Darby,WAS,26,RCB/LCB,0,16,0,0
2020,Kyle Dugger,NWE,24,DB,0,0,0,0
2020,Rodney McLeod,PHI,30,SS,1,7,0,0
2020,Steven Nelson,PIT,27,RCB,2,9,0,0
2020,Haason Reddick,ARI,26,LOLB,0,4,12.5,16
2020,Isaiah Simmons,ARI,22,LB,1,2,2,3
2020,T.J. Watt,PIT,26,LOLB,1,7,15,41
2020,Quandre Diggs,SEA,27,FS,5,10,0,0
2020,Jordan Fuller,LAR,22,SS,3,5,0,0
2020,Mike Hilton,PIT,26,DB,3,7,3,5
2020,Brandon Jones,MIA,22,S,0,1,1,1
2020,Jayron Kearse,DET,26,SS,0,2,0,1
2020,Jeff Okudah,DET,21,RCB,1,2,0,0
2020,Sione Takitaki,CLE,25,RLB,1,1,1,2
2020,Jaire Alexander,GNB,23,LCB,1,13,1,1
2020,Xavien Howard,MIA,27,RCB,10,20,0,0
2020,Desmond King,2TM,26,DB/RCB,0,2,2,2
2020,Jourdan Lewis,DAL,25,DB,0,2,2,1
2020,Byron Murphy,ARI,22,RCB,0,8,2,2
2020,Grover Stewart,IND,27,RDT,0,1,0.5,5
2020,Kwon Alexander,2TM,26,LLB,0,4,1,2
2020,Pierre Desir,2TM,30,DB,3,8,0,0
2020,Bobby McCain,MIA,27,SS,1,5,0,2
2020,Robert Spillane,PIT,25,LILB,1,4,2,3
2020,Marcus Williams,NOR,24,FS,3,7,0,0
2020,Kendall Fuller,WAS,25,LCB/RCB,4,11,0,0
2020,William Jackson III,CIN,28,RCB,1,11,0,0
2020,LeShaun Sims,CIN,27,LCB,1,4,0,0
2020,Charvarius Ward,KAN,24,LCB,0,6,1,3
2020,Denzel Ward,CLE,23,LCB,2,18,0,1
2020,DeForest Buckner,IND,26,LDT,0,3,9.5,26
2020,T.J. Edwards,PHI,24,MLB,1,1,2,2
2020,Tre Flowers,SEA,25,RCB,0,2,0,0
2020,Lawrence Guy,NWE,30,LDT,0,0,2,7
2020,Harvey Langi,NYJ,28,LILB,0,1,0,1
2020,Tarvarius Moore,SFO,24,SS,0,1,0,0
2020,Nickell Robey-Coleman,PHI,28,LCB,0,1,0,0
2020,Kendall Sheffield,ATL,24,LCB,0,3,0,0
2020,Darious Williams,LAR,27,DB,4,14,0,0
2020,Jonathan Allen,WAS,25,RDT,0,0,2,14
2020,Bryce Callahan,DEN,29,RCB,2,5,0,0
2020,Cameron Dantzler,MIN,22,LCB,2,4,0,0
2020,Casey Hayward,LAC,31,RCB,1,8,0,0
2020,Avonte Maddox,PHI,24,LCB,0,3,0,0
2020,Nik Needham,MIA,24,DB,2,7,1,1
2020,Kevin Pierre-Louis,WAS,29,RLB,0,2,1,2
2020,Jalen Ramsey,LAR,26,RCB,1,9,0,1
2020,J.J. Watt,HOU,31,LDE,1,7,5,17
2020,Rock Ya-Sin,IND,24,LCB,1,7,0,0
2020,Julian Blackmon,IND,22,FS,2,6,0,0
2020,Jordyn Brooks,SEA,23,LB,0,2,0,0
2020,Brian Burns,CAR,22,LDE,0,4,9,21
2020,Marcus Epps,PHI,24,DB,2,4,0,0
2020,Brandon Graham,PHI,32,RDE,0,0,8,16
2020,Amani Hooker,TEN,22,DB,4,8,0,0
2020,Sebastian Joseph-Day,LAR,25,NT,0,3,1,4
2020,Matt Milano,BUF,26,LLB,1,3,3.5,9
2020,Xavier Rhodes,IND,30,RCB,2,12,0,0
2020,Sheldon Richardson,CLE,30,LDT,0,3,4.5,10
2020,Za'Darius Smith,GNB,28,ROLB,0,2,12.5,23
2020,Andrew Wingard,JAX,24,DB,2,5,0,0
2020,Chris Banjo,ARI,30,FS,0,1,0,1
2020,Juston Burris,CAR,27,SS,1,4,0,1
2020,Tae Crowder,NYG,23,RILB,0,1,1,3
2020,J.C. Jackson,NWE,25,LCB,9,14,0,0
2020,Jaylon Johnson,CHI,21,RCB,0,15,0,0
2020,Cameron Jordan,NOR,31,LDE,0,3,7.5,16
2020,DeMarcus Lawrence,DAL,28,DE,0,2,6.5,10
2020,Emmanuel Moseley,SFO,24,RCB,1,9,0,0
2020,Jason Pierre-Paul,TAM,31,LOLB,2,6,9.5,14
2020,Brian Poole,NYJ,28,CB,2,7,1,2
2020,Malik Reed,DEN,24,LOLB,0,1,8,17
2020,Darryl Roberts,DET,30,DB,1,6,0,0
2020,John Simon,NWE,30,RDE,0,3,2,4
2020,Levi Wallace,BUF,25,RCB/LCB,2,8,0,1
2020,Chris Claybrooks,JAX,23,CB,0,3,0,0
2020,Keion Crossen,HOU,24,DB,0,5,0,0
2020,Myles Garrett,CLE,25,LDE,0,2,12,18
2020,Bryce Hall,NYJ,23,LCB,1,3,0,0
2020,Terez Hall,NWE,24,MLB,0,2,0,0
2020,Sam Hubbard,CIN,25,LDE/RDE,0,3,2,11
2020,Linval Joseph,LAC,32,RDT,0,0,0,2
2020,Jimmy Moreland,WAS,25,DB,1,1,0.5,2
2020,Ryan Neal,SEA,25,DB,2,5,0,0
2020,Elandon Roberts,MIA,26,LILB,0,0,1.5,4
2020,Bradley Roby,HOU,28,LCB,1,7,0,0
2020,Juan Thornhill,KAN,25,FS,1,3,0,1
2020,Stephon Tuitt,PIT,27,DE,0,3,11,25
2020,Chase Winovich,NWE,25,LDE,1,2,5.5,12
2020,Mackensie Alexander,CIN,27,RLB,1,6,0,0
2020,Anthony Brown,DAL,27,LCB,2,3,1,1
2020,L.J. Fort,BAL,30,RILB,0,2,0,1
2020,Nathan Gerry,PHI,25,LLB,0,2,1,2
2020,Christian Jones,DET,29,LLB,0,1,0,1
2020,Matt Judon,BAL,28,ROLB,0,2,6,21
2020,Romeo Okwara,DET,25,RDE,0,1,10,18
2020,Taylor Rapp,LAR,23,SS,1,3,0,0
2020,Chandon Sullivan,GNB,24,DB,1,6,0,0
2020,Jahlani Tavai,DET,24,MLB,0,0,0,1
2020,Leighton Vander Esch,DAL,24,MLB,0,0,1,1
2020,Quinnen Williams,NYJ,23,RDE,0,3,7,14
2020,Chase Young,WAS,21,LDE,0,4,7.5,12
2020,Leonard Floyd,LAR,28,ROLB,0,1,10.5,19
2020,Aldon Smith,DAL,31,RDE,0,2,5,14
2020,L'Jarius Sneed,KAN,23,DB,3,7,2,3
2020,Mykal Walker,ATL,23,RLB,0,1,0,2
2020,P.J. Williams,NOR,27,DB,1,2,0,0
2020,Kenny Young,LAR,26,RILB,1,2,1,2
2020,Bashaud Breeland,KAN,28,RCB,2,9,0,0
2020,Stephon Gilmore,NWE,30,RCB,1,3,0,0
2020,Cameron Heyward,PIT,31,DT,1,3,4,19
2020,Akiem Hicks,CHI,31,DE/DT,0,1,3.5,21
2020,Alex Highsmith,PIT,23,ROLB,1,1,2,6
2020,Kerry Hyder,SFO,29,RDE,0,0,8.5,18
2020,Dexter Lawrence,NYG,23,LDE,0,2,4,10
2020,David Long,TEN,24,RILB,0,2,0,0
2020,Jason McCourty,NWE,33,LCB,0,3,0,0
2020,Darius Phillips,CIN,25,LCB,1,12,0,2
2020,Reggie Ragland,DET,27,MLB,0,1,1,3
2020,Duke Riley,PHI,26,RLB,1,1,0.5,1
2020,Zach Sieler,MIA,25,LDE,0,0,3.5,11
2020,Joe Thomas,DAL,29,LB,0,2,0,2
2020,Darian Thompson,DAL,27,SS,1,1,0,1
2020,Arik Armstead,SFO,27,LDE,0,3,3.5,13
2020,Chidobe Awuzie,DAL,25,DB,1,5,0,0
2020,Joey Bosa,LAC,25,LDE,0,1,7.5,27
2020,Willie Gay Jr.,KAN,22,RLB,0,3,1,1
2020,DaQuan Jones,TEN,29,NT,0,0,2,6
2020,Khalil Mack,CHI,29,LOLB,1,3,9,13
2020,Ben Niemann,KAN,25,LB,0,0,1,3
2020,Preston Smith,GNB,28,LOLB,0,3,4,11
2020,Tavierre Thomas,CLE,24,DB,0,0,1,1
2020,Andrew Van Ginkel,MIA,25,LOLB,0,4,5.5,10
2020,Nick Vigil,LAC,27,LB,0,1,2,0
2020,Leonard Williams,NYG,26,DT,0,1,11.5,30
2020,Isaac Yiadom,NYG,24,RCB,0,5,0.5,1
2020,Kenny Clark,GNB,25,NT,0,0,2,6
2020,Fletcher Cox,PHI,30,RDT,0,1,6.5,9
2020,Darqueze Dennard,ATL,29,CB,1,5,0,0
2020,Quinton Dunbar,SEA,28,RCB,1,5,0,0
2020,Corn Elder,CAR,26,DB,0,3,0,0
2020,Raven Greene,GNB,25,DB,1,5,1.5,3
2020,Jeff Heath,LVR,29,FS,3,4,0,1
2020,Byron Jones,MIA,28,LCB,2,4,0,0
2020,Johnathan Joseph,2TM,36,DB/LCB,1,6,0,0
2020,Montez Sweat,WAS,24,RDE,1,6,9,20
2020,Christian Wilkins,MIA,25,LDE,1,5,1.5,3
2020,Aaron Donald,LAR,29,DT,0,1,13.5,28
2020,Rashad Fenton,KAN,23,DB,1,7,0,0
2020,Johnathan Hankins,LVR,28,LDT,0,0,1,4
2020,Marcell Harris,SFO,26,DB,0,3,0,0
2020,C.J. Henderson,JAX,22,LCB,1,6,0,0
2020,Grady Jarrett,ATL,27,LDT,0,0,4,21
2020,Will Parks,2TM,26,DB,0,0,1,1
2020,Daron Payne,WAS,23,LDT,1,4,3,8
2020,Troy Pride Jr.,CAR,22,RCB,0,2,0,0
2020,Ndamukong Suh,TAM,33,LDE,0,2,6,19
2020,Ty Summers,GNB,25,LB,0,1,0,0
2020,Cameron Sutton,PIT,25,DB,1,8,1,0
2020,Tahir Whitehead,CAR,30,MLB,1,1,0,1
2020,Deatrich Wise Jr.,NWE,26,LDE,0,0,2.5,11
2020,Bradley Chubb,DEN,24,ROLB,0,0,7.5,19
2020,Will Harris,DET,25,SS,0,1,0,0
2020,Malik Harrison,BAL,22,RILB,0,1,0,0
2020,Lamar Jackson,NYJ,22,DB,0,2,0,0
2020,Dre'Mont Jones,DEN,23,RDE,0,2,6.5,11
2020,Pernell McPhee,BAL,32,LOLB,0,1,3,15
2020,Troy Apke,WAS,25,FS,0,2,0,0
2020,T.J. Carrie,IND,30,DB,2,8,0,0
2020,Ashtyn Davis,NYJ,24,SS,0,1,0,0
2020,Jarrad Davis,DET,26,LB,0,0,0.5,4
2020,Devante Downs,NYG,25,LB,0,1,0,1
2020,Poona Ford,SEA,25,NT,0,0,2,9
2020,Chris Harris Jr.,LAC,31,DB,1,2,0.5,1
2020,Emmanuel Ogbah,MIA,27,RDE,0,5,9,21
2020,Denzel Perryman,LAC,28,DB,0,1,1,2
2020,Dalvin Tomlinson,NYG,26,NT,0,4,3.5,10
2020,Jeremiah Attaochu,DEN,27,OLB,0,0,5,9
2020,Cody Barton,SEA,24,LB,0,0,0,0
2020,Kris Boyd,MIN,24,DB,0,2,0,0
2020,Landon Collins,WAS,26,SS,1,1,2,1
2020,William Gholston,TAM,29,RDE,0,2,3,20
2020,Ronnie Harrison,CLE,23,SS,1,7,1,1
2020,Jeffery Simmons,TEN,23,DT,0,5,3,14
2020,Josh Sweat,PHI,23,DE,0,2,6,12
2020,Jacob Tuioti-Mariner,ATL,24,DT,0,2,1,5
2020,Olivier Vernon,CLE,30,RDE,0,3,9,16
2020,Mack Wilson,CLE,22,LLB,0,2,0,0
2020,Bud Dupree,PIT,27,ROLB,0,2,8,15
2020,Deshazor Everett,WAS,28,FS,0,4,0,0
2020,Kyler Fackrell,NYG,29,ROLB/LOLB,1,2,4,10
2020,Darnay Holmes,NYG,22,DB,1,5,0.5,2
2020,Chris Jones,KAN,26,LDT,0,4,7.5,28
2020,Arthur Maulet,NYJ,27,SS,1,5,1,1
2020,Bradley McDougald,NYJ,30,SS,0,3,0,0
2020,Barkevious Mingo,CHI,30,LB,0,2,2.5,5
2020,Yannick Ngakoue,2TM,25,LB/LDE,0,1,8,11
2020,Derrick Nnadi,KAN,24,RDT,0,0,0,1
2020,Larry Ogunjobi,CLE,26,RDT,0,0,2.5,6
2020,Ed Oliver,BUF,23,RDT,0,3,3,6
2020,Jimmy Smith,BAL,32,DB,0,1,1,1
2020,Logan Wilson,CIN,24,LB,2,3,1,2
2020,Tavon Wilson,IND,30,DB,0,1,0,0
2020,Azeez Al-Shaair,SFO,23,LLB,1,2,0,1
2020,Alex Anzalone,NOR,26,MLB,0,0,0,0
2020,Anthony Averett,BAL,26,DB,0,7,0,0
2020,Breon Borders,TEN,25,LCB,1,5,0,0
2020,Justin Coleman,DET,27,DB,0,1,0,0
2020,Folorunso Fatukasi,NYJ,25,NT,0,2,2,5
2020,Trey Hendrickson,NOR,26,RDE,0,1,13.5,25
2020,Donte Jackson,CAR,25,LCB,3,11,0,0
2020,Jaleel Johnson,MIN,26,RDT,0,0,1.5,2
2020,Kevin Johnson,CLE,28,RCB,0,3,0.5,3
2020,Mario Addison,BUF,33,RDE,0,4,5,8
2020,Dorance Armstrong Jr.,DAL,23,DE,0,2,0,1
2020,Damon Arnette,LVR,24,CB,0,2,0,0
2020,Derek Barnett,PHI,24,LDE,0,0,5.5,16
2020,Essang Bassey,DEN,22,CB,1,2,0,0
2020,De'Vante Bausby,2TM,27,DB,0,5,0,0
2020,A.J. Bouye,DEN,29,LCB,0,6,0,0
2020,Michael Brockers,LAR,30,DE,0,0,5,10
2020,Derrick Brown,CAR,22,RDT/LDT,0,4,2,12
2020,Jermaine Carter Jr.,CAR,25,MLB,0,1,0,0
2020,Frank Clark,KAN,27,RDE,0,2,6,15
2020,Jaylon Ferguson,BAL,25,DE,0,1,2,5
2020,Morgan Fox,LAR,26,DL,0,2,6,9
2020,Kamu Grugier-Hill,MIA,26,LB,0,0,1,2
2020,Josh Jackson,GNB,24,RCB,0,2,0,0
2020,Sidney Jones,JAX,24,RCB,2,9,0,0
2020,Steven Means,ATL,30,LDE,0,0,3,6
2020,A.J. Moore,HOU,25,DB,0,1,1,2
2020,Josh Norman,BUF,33,DB,1,4,0,0
2020,Will Redmond,GNB,27,DB,0,1,0,2
2020,Dawuane Smoot,JAX,25,LDE,0,0,5.5,17
2020,Zach Allen,ARI,23,LDT,0,3,2,6
2020,Denico Autry,IND,30,RDE,0,0,7.5,10
2020,Chris Board,BAL,25,LB,0,1,2.5,5
2020,Jack Crawford,TEN,32,DE,0,0,2,10
2020,Maxx Crosby,LVR,23,RDE,0,1,7,13
2020,Akeem Davis-Gaither,CIN,23,LB,1,3,0.5,2
2020,Carlos Dunlap,2TM,31,DE/LOLB,0,4,6,18
2020,Shelby Harris,DEN,29,LDE,0,7,2.5,11
2020,Tanoh Kpassagnon,KAN,26,LDE,0,3,1,4
2020,Greg Mabin,JAX,26,DB,0,3,0,0
2020,Uchenna Nwosu,LAC,24,LB,0,2,4.5,11
2020,David Onyemata,NOR,28,LDT,1,2,6.5,16
2020,Jarran Reed,SEA,28,DT,0,1,6.5,14
2020,Shamar Stephen,MIN,29,LDT,0,0,0.5,3
2020,Jaquiski Tartt,SFO,28,SS,1,4,0,0
2020,Jamar Taylor,SFO,30,DB,2,3,1,2
2020,DeShawn Williams,DEN,28,NT,1,3,2,6
2020,Marcus Allen,PIT,24,DB,0,0,0,2
2020,Henry Anderson,NYJ,29,LDE,0,0,0.5,3
2020,Tarell Basham,NYJ,26,LOLB,0,1,3.5,13
2020,Raekwon Davis,MIA,23,NT,0,0,0,1
2020,Rashan Gary,GNB,23,DE,0,1,5,11
2020,Holton Hill,MIN,23,DB,0,3,1,0
2020,Justin Houston,IND,31,LDE,0,0,8,12
2020,Jerry Hughes,BUF,32,LDE/RDE,1,3,4.5,11
2020,Justin Jones,LAC,24,LDT,0,0,1,4
2020,Cre'von LeBlanc,PHI,26,DB,0,2,1,1
2020,Tyquan Lewis,IND,25,DE,0,2,4,6
2020,Benson Mayowa,SEA,29,LOLB,0,3,6,9
2020,Benardrick McKinney,HOU,28,LB,0,1,0,0
2020,Al-Quadin Muhammad,IND,25,DE,0,0,2,6
2020,Sharrod Neasman,ATL,29,DB,0,0,1,1
2020,John Penisini,DET,23,RDT,0,0,1,0
2020,Sheldrick Redwine,CLE,24,DB,1,1,0.5,1
2020,Jerry Tillery,LAC,24,DE,0,2,3,14
2020,Brandon Williams,BAL,31,NT,0,2,0,1
2020,Derek Wolfe,BAL,30,RDE,0,2,1,4
2020,Ricardo Allen,ATL,29,SS,2,5,0,0
2020,Adam Butler,NWE,26,DT,0,2,4,7
2020,Calais Campbell,BAL,34,LDE,0,6,4,10
2020,Samson Ebukam,LAR,25,LOLB,0,1,4.5,7
2020,Clelin Ferrell,LVR,23,LDE,0,3,2,10
2020,Phillip Gaines,HOU,29,DB,0,1,0,0
2020,Adam Gotsis,JAX,28,RDE,0,3,0,3
2020,Everson Griffen,2TM,33,DE,0,4,6,14
2020,P.J. Hall,HOU,25,RDE,0,0,1,2
2020,Justin Hollins,LAR,24,LB,0,1,3,5
2020,Chris Jones,2TM,25,DB,0,0,0,0
2020,Carl Lawson,CIN,25,RDE,0,0,5.5,32
2020,David Mayo,NYG,27,LB,0,0,0,0
2020,Brennan Scarlett,HOU,27,ROLB,0,0,0,1
2020,M.J. Stewart,CLE,25,DB,2,3,1,1
2020,Deionte Thompson,ARI,23,FS,0,3,0,1
2020,Tanner Vallejo,ARI,26,LB,0,0,1,2
2020,Tyson Alualu,PIT,33,NT,0,5,2,5
2020,Corey Ballentine,2TM,24,DB,0,0,0,0
2020,Tyus Bowser,BAL,25,LB,3,5,2,14
2020,Markus Golden,2TM,29,DE/ROLB,1,3,4.5,20
2020,Dontae Johnson,SFO,29,DB,0,3,1,2
2020,Damontae Kazee,ATL,27,DB,0,0,0,0
2020,Shaq Lawson,MIA,26,LOLB,0,1,4,18
2020,Frankie Luvu,NYJ,24,LB,0,1,2,3
2020,Kamal Martin,GNB,22,RILB,0,0,1,1
2020,Raekwon McMillan,LVR,25,LB,0,1,0,0
2020,Carl Nassib,LVR,27,LDE,1,5,2.5,9
2020,Isaac Rochell,LAC,25,RDE,0,1,2.5,3
2020,Shy Tuttle,NOR,25,DT,0,2,0,1
2020,Brent Urban,CHI,29,DT,0,1,2.5,4
2020,Carlos Watkins,HOU,27,LOLB,0,3,2,2
2020,K'Waun Williams,SFO,29,DB,0,4,2,2
2020,Ahkello Witherspoon,SFO,25,DB,1,4,0,0
2020,Daryl Worley,3TM,25,DB,0,3,0,0
2020,Terrence Brooks,NWE,28,DB,0,0,0,1
2020,Devin Bush Jr.,PIT,22,LILB,0,3,1,2
2020,Tevaughn Campbell,LAC,27,DB,1,3,0,1
2020,L.J. Collier,SEA,25,DE,0,2,3,7
2020,Michael Danna,KAN,23,DE,0,0,2.5,6
2020,Todd Davis,MIN,28,LB,0,2,1,1
2020,Javon Hargrave,PHI,27,LDT,0,1,4.5,8
2020,Jalyn Holmes,MIN,24,LDE,0,2,0,4
2020,Dean Marlowe,BUF,28,DB,2,3,1.5,2
2020,Bilal Nichols,CHI,24,NT,1,3,5,13
2020,Ifeadi Odenigbo,MIN,26,LDE/RDE,0,0,3.5,15
2020,Jamal Perry,MIA,26,DB,0,1,0,0
2020,Richard Sherman,SFO,32,LCB,1,1,0,0
2020,Daniel Thomas,JAX,22,S,1,2,0,0
2020,Jalen Thompson,ARI,22,FS,0,1,0,0
2020,Desmond Trufant,DET,30,LCB,1,4,1,1
2020,D.J. Wonnum,MIN,23,DE,0,1,3,9
2020,Angelo Blackson,ARI,28,NT,0,0,2.5,8
2020,Tyeler Davison,ATL,28,RDT,0,0,0.5,2
2020,Sam Franklin,CAR,24,LB,0,1,1,1
2020,Randy Gregory,DAL,28,DE,0,1,3.5,12
2020,Javelin Guidry,NYJ,22,CB,0,0,0,1
2020,D.J. Hayden,JAX,30,DB,0,1,0,1
2020,Marquis Haynes,CAR,27,LB,0,1,4,5
2020,B.J. Hill,NYG,25,DT,0,1,1,3
2020,Malik Jackson,PHI,30,LDT,0,2,2.5,13
2020,Jordan Jenkins,NYJ,26,ROLB/LOLB,0,1,2,6
2020,Devon Kennard,ARI,29,DE,0,0,3,9
2020,Javon Kinlaw,SFO,23,LDT,1,4,1.5,4
